id;ano;cid;qtde
1354;2016;R11;5
1355;2016;R14;2
1356;2016;R16;1
1357;2016;R19;1
1358;2016;R20;19
1359;2016;R20;2
1360;2016;R20;2
1361;2016;R21;4
1362;2016;R22;6
1363;2016;R22;3
1364;2016;R22;2
1365;2016;R23;27
1366;2016;R23;1
1367;2016;R23;7
1368;2016;R25;6
1369;2016;R25;1
1370;2016;R25;4
1371;2016;R26;3
1372;2016;R27;2
1373;2016;R29;10
1374;2016;R29;6
1375;2016;R31;1
1376;2016;R31;1
1377;2016;R32;1
1378;2016;R33;1
1379;2016;R39;1
1380;2016;R40;1
1381;2016;R40;1
1382;2016;R41;7
1383;2016;R41;3
1384;2016;R42;42
1385;2016;R42;1
1386;2016;R42;19
1387;2016;R43;2
1388;2016;R44;2
1389;2016;R45;138
1390;2016;R45;1
1391;2016;R45;39
1392;2016;R46;10
1393;2016;R46;4
1394;2016;R49;4
1395;2016;R49;26
1396;2016;R50;5
1397;2016;R50;1
1398;2016;R50;2
1399;2016;R51;219
1400;2016;R51;2
1401;2016;R51;67
1402;2016;R52;1039
1403;2016;R52;6
1404;2016;R52;410
1405;2016;R53;59
1406;2016;R53;3
1407;2016;R53;14
1408;2016;R54;1
1409;2016;R55;84
1410;2016;R55;3
1411;2016;R55;15
1412;2016;R56;25
1413;2016;R56;2
1414;2016;R56;8
1415;2016;R57;185
1416;2016;R57;1
1417;2016;R57;33
1418;2016;R58;8
1419;2016;R58;4
1420;2016;R59;2
1421;2016;R60;77
1422;2016;R60;28
1423;2016;R61;4
1424;2016;R61;1
1425;2016;R63;5
1426;2016;R68;148
1427;2016;R68;28
1428;2016;R69;138
1429;2016;R69;4
1430;2016;R69;30
1431;2016;R70;1
1432;2016;R70;1
1433;2016;R73;1
1434;2016;R75;1
1435;2016;R76;6
1436;2016;R79;2
1437;2016;R83;28
1438;2016;R83;6
1439;2016;R84;3
1440;2016;R84;1
1441;2016;R85;18
1442;2016;R85;1
1443;2016;R86;3
1444;2016;R86;1
1445;2016;R87;6
1446;2016;R89;10
1447;2016;R89;1
1448;2016;R89;1
1449;2016;R90;1
1450;2016;R91;1
1451;2016;R93;6
1452;2016;R93;2
1453;2016;R93;3
1454;2016;R96;64
1455;2016;R96;1
1456;2016;R96;83
1457;2016;R98;15
1458;2016;R98;3
1459;2016;R99;5
1460;2016;S00;3914
1461;2016;S00;8
1462;2016;S00;878
1463;2016;S01;9125
1464;2016;S01;20
1465;2016;S01;1052
1466;2016;S02;1207
1467;2016;S02;4
1468;2016;S02;736
1469;2016;S03;95
1470;2016;S03;1
1471;2016;S03;31
1472;2016;S04;210
1473;2016;S04;2
1474;2016;S04;130
1475;2016;S05;1863
1476;2016;S05;5
1477;2016;S05;86
1478;2016;S06;1448
1479;2016;S06;8
1480;2016;S06;1054
1481;2016;S07;80
1482;2016;S07;26
1483;2016;S08;44
1484;2016;S08;7
1485;2016;S09;1264
1486;2016;S09;4
1487;2016;S09;437
1488;2016;S10;234
1489;2016;S10;1
1490;2016;S10;154
1491;2016;S11;152
1492;2016;S11;42
1493;2016;S12;175
1494;2016;S12;3
1495;2016;S12;167
1496;2016;S13;289
1497;2016;S13;4
1498;2016;S13;187
1499;2016;S14;174
1500;2016;S14;5
1501;2016;S14;109
1502;2016;S15;9
1503;2016;S15;3
1504;2016;S16;11
1505;2016;S16;7
1506;2016;S17;6
1507;2016;S17;1
1508;2016;S18;3
1509;2016;S18;2
1510;2016;S19;54
1511;2016;S19;31
1512;2016;S20;2056
1513;2016;S20;4
1514;2016;S20;927
1515;2016;S21;268
1516;2016;S21;1
1517;2016;S21;59
1518;2016;S22;1621
1519;2016;S22;10
1520;2016;S22;920
1521;2016;S23;165
1522;2016;S23;3
1523;2016;S23;46
1524;2016;S24;18
1525;2016;S24;14
1526;2016;S25;18
1527;2016;S25;9
1528;2016;S26;1
1529;2016;S27;79
1530;2016;S27;1
1531;2016;S27;87
1532;2016;S28;18
1533;2016;S28;7
1534;2016;S29;294
1535;2016;S29;145
1536;2016;S30;2092
1537;2016;S30;4
1538;2016;S30;732
1539;2016;S31;442
1540;2016;S31;2
1541;2016;S31;93
1542;2016;S32;1499
1543;2016;S32;4
1544;2016;S32;1098
1545;2016;S33;728
1546;2016;S33;17
1547;2016;S33;189
1548;2016;S34;69
1549;2016;S34;2
1550;2016;S34;28
1551;2016;S35;13
1552;2016;S35;5
1553;2016;S36;125
1554;2016;S36;1
1555;2016;S36;155
1556;2016;S37;49
1557;2016;S37;19
1558;2016;S38;29
1559;2016;S38;2
1560;2016;S39;185
1561;2016;S39;1
1562;2016;S39;77
1563;2016;S40;3961
1564;2016;S40;15
1565;2016;S40;2325
1566;2016;S41;1748
1567;2016;S41;2
1568;2016;S41;379
1569;2016;S42;2700
1570;2016;S42;20
1571;2016;S42;5473
1572;2016;S43;2480
1573;2016;S43;45
1574;2016;S43;1822
1575;2016;S44;27
1576;2016;S44;20
1577;2016;S45;34
1578;2016;S45;7
1579;2016;S46;329
1580;2016;S46;18
1581;2016;S46;69
1582;2016;S47;9
1583;2016;S47;5
1584;2016;S48;25
1585;2016;S48;11
1586;2016;S49;229
1587;2016;S49;2
1588;2016;S49;127
1589;2016;S50;3511
1590;2016;S50;5
1591;2016;S50;1446
1592;2016;S51;4318
1593;2016;S51;7
1594;2016;S51;629
1595;2016;S52;6582
1596;2016;S52;39
1597;2016;S52;5213
1598;2016;S53;516
1599;2016;S53;5
1600;2016;S53;284
1601;2016;S54;91
1602;2016;S54;29
1603;2016;S55;37
1604;2016;S55;11
1605;2016;S56;265
1606;2016;S56;6
1607;2016;S56;52
1608;2016;S57;62
1609;2016;S57;10
1610;2016;S58;42
1611;2016;S58;6
1612;2016;S59;294
1613;2016;S59;2
1614;2016;S59;103
1615;2016;S60;21652
1616;2016;S60;45
1617;2016;S60;3268
1618;2016;S61;51788
1619;2016;S61;70
1620;2016;S61;1479
1621;2016;S62;24179
1622;2016;S62;74
1623;2016;S62;5535
1624;2016;S63;3252
1625;2016;S63;17
1626;2016;S63;832
1627;2016;S64;264
1628;2016;S64;2
1629;2016;S64;23
1630;2016;S65;162
1631;2016;S65;1
1632;2016;S65;14
1633;2016;S66;1666
1634;2016;S66;9
1635;2016;S66;148
1636;2016;S67;1259
1637;2016;S67;3
1638;2016;S67;35
1639;2016;S68;4105
1640;2016;S68;9
1641;2016;S68;135
1642;2016;S69;1264
1643;2016;S69;5
1644;2016;S69;155
1645;2016;S70;1777
1646;2016;S70;4
1647;2016;S70;979
1648;2016;S71;1087
1649;2016;S71;176
1650;2016;S72;881
1651;2016;S72;5
1652;2016;S72;1581
1653;2016;S73;123
1654;2016;S73;81
1655;2016;S74;9
1656;2016;S74;1
1657;2016;S74;5
1658;2016;S75;15
1659;2016;S75;1
1660;2016;S75;5
1661;2016;S76;137
1662;2016;S76;1
1663;2016;S76;39
1664;2016;S77;27
1665;2016;S77;8
1666;2016;S78;15
1667;2016;S78;7
1668;2016;S79;95
1669;2016;S79;2
1670;2016;S79;52
1671;2016;S80;9466
1672;2016;S80;20
1673;2016;S80;6414
1674;2016;S81;4606
1675;2016;S81;9
1676;2016;S81;2004
1677;2016;S82;6555
1678;2016;S82;48
1679;2016;S82;8775
1680;2016;S83;4987
1681;2016;S83;75
1682;2016;S83;2050
1683;2016;S84;35
1684;2016;S84;1
1685;2016;S84;23
1686;2016;S85;26
1687;2016;S85;15
1688;2016;S86;393
1689;2016;S86;6
1690;2016;S86;148
1691;2016;S87;88
1692;2016;S87;42
1693;2016;S88;55
1694;2016;S88;1
1695;2016;S88;65
1696;2016;S89;312
1697;2016;S89;2
1698;2016;S89;180
1699;2016;S90;10559
1700;2016;S90;19
1701;2016;S90;3482
1702;2016;S91;4289
1703;2016;S91;14
1704;2016;S91;866
1705;2016;S92;9630
1706;2016;S92;49
1707;2016;S92;5057
1708;2016;S93;16149
1709;2016;S93;49
1710;2016;S93;8200
1711;2016;S94;97
1712;2016;S94;35
1713;2016;S95;24
1714;2016;S95;9
1715;2016;S96;196
1716;2016;S96;74
1717;2016;S97;233
1718;2016;S97;3
1719;2016;S97;50
1720;2016;S98;234
1721;2016;S98;40
1722;2016;S99;576
1723;2016;S99;2
1724;2016;S99;201
1725;2016;T00;1316
1726;2016;T00;1
1727;2016;T00;1691
1728;2016;T01;899
1729;2016;T01;1
1730;2016;T01;1256
1731;2016;T02;159
1732;2016;T02;1
1733;2016;T02;226
1734;2016;T03;164
1735;2016;T03;85
1736;2016;T04;102
1737;2016;T04;50
1738;2016;T05;30
1739;2016;T05;14
1740;2016;T06;168
1741;2016;T06;239
1742;2016;T07;2555
1743;2016;T07;6
1744;2016;T07;3506
1745;2016;T08;104
1746;2016;T08;2
1747;2016;T08;78
1748;2016;T09;464
1749;2016;T09;1
1750;2016;T09;228
1751;2016;T10;108
1752;2016;T10;63
1753;2016;T11;1409
1754;2016;T11;315
1755;2016;T12;44
1756;2016;T12;1
1757;2016;T12;51
1758;2016;T13;1020
1759;2016;T13;2
1760;2016;T13;525
1761;2016;T14;6741
1762;2016;T14;19
1763;2016;T14;2927
1764;2016;T15;3521
1765;2016;T15;7
1766;2016;T15;61
1767;2016;T16;19
1768;2016;T16;1
1769;2016;T17;11
1770;2016;T17;2
1771;2016;T18;18
1772;2016;T18;1
1773;2016;T19;8
1774;2016;T19;1
1775;2016;T19;2
1776;2016;T20;1298
1777;2016;T20;8
1778;2016;T21;562
1779;2016;T21;4
1780;2016;T22;2140
1781;2016;T22;7
1782;2016;T22;31
1783;2016;T23;3961
1784;2016;T23;8
1785;2016;T23;34
1786;2016;T24;799
1787;2016;T24;2
1788;2016;T24;46
1789;2016;T25;1296
1790;2016;T25;27
1791;2016;T26;957
1792;2016;T26;2
1793;2016;T26;2
1794;2016;T27;16
1795;2016;T28;39
1796;2016;T28;1
1797;2016;T28;1
1798;2016;T29;983
1799;2016;T29;4
1800;2016;T29;34
1801;2016;T30;2261
1802;2016;T30;5
1803;2016;T30;63
1804;2016;T31;450
1805;2016;T31;26
1806;2016;T32;23
1807;2016;T32;9
1808;2016;T33;6
1809;2016;T33;1
1810;2016;T33;1
1811;2016;T34;2
1812;2016;T36;1
1813;2016;T37;13
1814;2016;T37;1
1815;2016;T38;2
1816;2016;T39;2
1817;2016;T40;1
1818;2016;T40;2
1819;2016;T41;16
1820;2016;T42;1
1821;2016;T43;2
1822;2016;T44;5
1823;2016;T44;1
1824;2016;T45;5
1825;2016;T46;9
1826;2016;T47;5
1827;2016;T47;1
1828;2016;T48;46
1829;2016;T49;10
1830;2016;T50;120
1831;2016;T50;1
1832;2016;T51;8
1833;2016;T52;14
1834;2016;T53;5
1835;2016;T54;49
1836;2016;T54;1
1837;2016;T55;10
1838;2016;T56;5
1839;2016;T56;4
1840;2016;T57;7
1841;2016;T57;1
1842;2016;T58;20
1843;2016;T59;71
1844;2016;T59;1
1845;2016;T60;38
1846;2016;T60;1
1847;2016;T60;2
1848;2016;T63;323
1849;2016;T63;9
1850;2016;T65;93
1851;2016;T65;2
1852;2016;T66;3
1853;2016;T67;18
1854;2016;T67;1
1855;2016;T67;3
1856;2016;T68;1
1857;2016;T68;1
1858;2016;T69;3
1859;2016;T69;1
1860;2016;T70;11
1861;2016;T70;3
1862;2016;T70;3
1863;2016;T71;30
1864;2016;T73;3
1865;2016;T74;36
1866;2016;T74;1
1867;2016;T74;38
1868;2016;T75;188
1869;2016;T75;3
1870;2016;T75;5
1871;2016;T78;234
1872;2016;T78;8
1873;2016;T78;11
1874;2016;T79;57
1875;2016;T79;27
1876;2016;T80;2
1877;2016;T80;2
1878;2016;T81;536
1879;2016;T81;3
1880;2016;T81;10
1881;2016;T82;1
1882;2016;T83;1
1883;2016;T84;4
1884;2016;T84;2
1885;2016;T84;1
1886;2016;T85;11
1887;2016;T87;4
1888;2016;T88;7
1889;2016;T88;1
1890;2016;T90;68
1891;2016;T90;61
1892;2016;T91;29
1893;2016;T91;19
1894;2016;T92;122
1895;2016;T92;2
1896;2016;T92;25
1897;2016;T93;56
1898;2016;T93;3
1899;2016;T93;35
1900;2016;T94;4
1901;2016;T94;7
1902;2016;T95;33
1903;2016;T97;4
1904;2016;T98;51
1905;2016;T98;1
1906;2016;T98;18
1907;2016;V01;148
1908;2016;V01;271
1909;2016;V02;29
1910;2016;V02;100
1911;2016;V03;32
1912;2016;V03;80
1913;2016;V04;15
1914;2016;V04;24
1915;2016;V05;18
1916;2016;V05;15
1917;2016;V06;27
1918;2016;V06;1
1919;2016;V06;40
1920;2016;V09;102
1921;2016;V09;1
1922;2016;V09;337
1923;2016;V10;2
1924;2016;V10;11
1925;2016;V11;2
1926;2016;V11;12
1927;2016;V12;1
1928;2016;V12;28
1929;2016;V13;6
1930;2016;V13;42
1931;2016;V14;1
1932;2016;V14;6
1933;2016;V15;1
1934;2016;V16;4
1935;2016;V17;3
1936;2016;V17;10
1937;2016;V18;5
1938;2016;V18;36
1939;2016;V19;38
1940;2016;V19;165
1941;2016;V20;30
1942;2016;V20;171
1943;2016;V21;7
1944;2016;V21;1
1945;2016;V21;72
1946;2016;V22;23
1947;2016;V22;141
1948;2016;V23;61
1949;2016;V23;1
1950;2016;V23;502
1951;2016;V24;8
1952;2016;V24;33
1953;2016;V25;3
1954;2016;V25;6
1955;2016;V26;5
1956;2016;V26;9
1957;2016;V27;8
1958;2016;V27;78
1959;2016;V28;61
1960;2016;V28;413
1961;2016;V29;185
1962;2016;V29;1
1963;2016;V29;1203
1964;2016;V30;1
1965;2016;V30;5
1966;2016;V31;3
1967;2016;V32;5
1968;2016;V33;1
1969;2016;V33;2
1970;2016;V34;1
1971;2016;V38;2
1972;2016;V39;4
1973;2016;V39;30
1974;2016;V40;6
1975;2016;V40;15
1976;2016;V41;1
1977;2016;V41;5
1978;2016;V42;5
1979;2016;V42;8
1980;2016;V43;19
1981;2016;V43;58
1982;2016;V44;11
1983;2016;V44;26
1984;2016;V45;2
1985;2016;V45;2
1986;2016;V46;2
1987;2016;V46;2
1988;2016;V47;21
1989;2016;V47;33
1990;2016;V48;36
1991;2016;V48;61
1992;2016;V49;34
1993;2016;V49;104
1994;2016;V50;2
1995;2016;V50;2
1996;2016;V51;1
1997;2016;V52;2
1998;2016;V53;2
1999;2016;V53;1
2000;2016;V54;1
2001;2016;V54;1
2002;2016;V56;1
2003;2016;V56;1
2004;2016;V57;3
2005;2016;V57;2
2006;2016;V58;4
2007;2016;V58;2
2008;2016;V59;4
2009;2016;V59;12
2010;2016;V60;2
2011;2016;V60;1
2012;2016;V61;3
2013;2016;V61;1
2014;2016;V62;1
2015;2016;V62;3
2016;2016;V63;12
2017;2016;V63;9
2018;2016;V64;13
2019;2016;V64;45
2020;2016;V66;1
2021;2016;V67;8
2022;2016;V67;2
2023;2016;V68;16
2024;2016;V68;4
2025;2016;V69;5
2026;2016;V69;8
2027;2016;V70;1
2028;2016;V71;2
2029;2016;V72;2
2030;2016;V73;1
2031;2016;V73;4
2032;2016;V74;5
2033;2016;V74;11
2034;2016;V76;1
2035;2016;V77;5
2036;2016;V78;1
2037;2016;V78;15
2038;2016;V79;4
2039;2016;V79;24
2040;2016;V80;37
2041;2016;V80;87
2042;2016;V81;9
2043;2016;V81;12
2044;2016;V82;18
2045;2016;V82;30
2046;2016;V83;4
2047;2016;V84;6
2048;2016;V84;2
2049;2016;V85;3
2050;2016;V85;5
2051;2016;V86;1
2052;2016;V86;1
2053;2016;V87;115
2054;2016;V87;405
2055;2016;V88;4
2056;2016;V88;26
2057;2016;V89;120
2058;2016;V89;1
2059;2016;V89;401
2060;2016;V90;3
2061;2016;V90;1
2062;2016;V91;12
2063;2016;V91;1
2064;2016;V91;1
2065;2016;V93;5
2066;2016;V93;1
2067;2016;V95;4
2068;2016;V95;2
2069;2016;V96;10
2070;2016;V96;2
2071;2016;V97;1
2072;2016;V98;4
2073;2016;V98;10
2074;2016;V99;24
2075;2016;V99;80
2076;2016;W00;26
2077;2016;W00;5
2078;2016;W01;686
2079;2016;W01;221
2080;2016;W02;3
2081;2016;W02;5
2082;2016;W03;14
2083;2016;W03;1
2084;2016;W03;7
2085;2016;W04;8
2086;2016;W04;1
2087;2016;W04;1
2088;2016;W05;7
2089;2016;W05;1
2090;2016;W06;11
2091;2016;W06;1
2092;2016;W07;82
2093;2016;W07;1
2094;2016;W08;33
2095;2016;W08;1
2096;2016;W09;8
2097;2016;W09;1
2098;2016;W10;289
2099;2016;W10;38
2100;2016;W11;59
2101;2016;W11;1
2102;2016;W12;46
2103;2016;W13;37
2104;2016;W13;1
2105;2016;W14;6
2106;2016;W15;3
2107;2016;W16;3
2108;2016;W17;161
2109;2016;W17;27
2110;2016;W18;168
2111;2016;W18;65
2112;2016;W19;277
2113;2016;W19;1
2114;2016;W19;143
2115;2016;W20;145
2116;2016;W20;9
2117;2016;W21;5
2118;2016;W22;136
2119;2016;W22;3
2120;2016;W23;36
2121;2016;W23;2
2122;2016;W24;5
2123;2016;W24;1
2124;2016;W25;88
2125;2016;W25;1
2126;2016;W25;5
2127;2016;W26;92
2128;2016;W26;7
2129;2016;W27;254
2130;2016;W27;2
2131;2016;W27;1
2132;2016;W28;2
2133;2016;W29;13
2134;2016;W30;5
2135;2016;W31;33
2136;2016;W32;18
2137;2016;W32;12
2138;2016;W33;4
2139;2016;W33;1
2140;2016;W34;52
2141;2016;W34;32
2142;2016;W35;1
2143;2016;W36;1
2144;2016;W36;1
2145;2016;W37;4
2146;2016;W37;1
2147;2016;W38;4
2148;2016;W39;3
2149;2016;W40;8
2150;2016;W41;5
2151;2016;W42;1
2152;2016;W42;3
2153;2016;W43;3
2154;2016;W44;141
2155;2016;W44;6
2156;2016;W45;458
2157;2016;W45;2
2158;2016;W45;9
2159;2016;W49;42
2160;2016;W49;1
2161;2016;W50;208
2162;2016;W50;41
2163;2016;W51;6
2164;2016;W51;1
2165;2016;W52;2
2166;2016;W52;1
2167;2016;W53;26
2168;2016;W54;1615
2169;2016;W54;3
2170;2016;W54;279
2171;2016;W55;191
2172;2016;W55;14
2173;2016;W56;4
2174;2016;W57;631
2175;2016;W57;3
2176;2016;W57;27
2177;2016;W58;2
2178;2016;W59;23
2179;2016;W59;1
2180;2016;W59;4
2181;2016;W60;71
2182;2016;W64;40
2183;2016;W64;5
2184;2016;W65;2
2185;2016;W66;1
2186;2016;W68;3
2187;2016;W69;7
2188;2016;W69;4
2189;2016;W70;7
2190;2016;W70;1
2191;2016;W74;6
2192;2016;W75;3
2193;2016;W76;1
2194;2016;W77;3
2195;2016;W79;4
2196;2016;W80;18
2197;2016;W83;3
2198;2016;W84;3
2199;2016;W85;42
2200;2016;W86;53
2201;2016;W86;1
2202;2016;W87;384
2203;2016;W87;1
2204;2016;W87;4
2205;2016;W88;14
2206;2016;W89;1
2207;2016;W90;2
2208;2016;W92;3
2209;2016;W93;1
2210;2016;W94;2
2211;2016;W99;3
2212;2016;X00;1
2213;2016;X02;5
2214;2016;X02;1
2215;2016;X03;1
2216;2016;X08;1
2217;2016;X09;9
2218;2016;X10;6
2219;2016;X10;1
2220;2016;X11;8
2221;2016;X12;16
2222;2016;X13;16
2223;2016;X14;3
2224;2016;X14;1
2225;2016;X15;1
2226;2016;X16;4
2227;2016;X17;5
2228;2016;X17;2
2229;2016;X18;4
2230;2016;X19;4
2231;2016;X20;74
2232;2016;X20;3
2233;2016;X21;39
2234;2016;X21;2
2235;2016;X22;115
2236;2016;X22;1
2237;2016;X23;173
2238;2016;X23;1
2239;2016;X23;9
2240;2016;X24;2
2241;2016;X25;7
2242;2016;X26;3
2243;2016;X27;7
2244;2016;X28;2
2245;2016;X29;33
2246;2016;X29;1
2247;2016;X32;1
2248;2016;X32;1
2249;2016;X33;4
2250;2016;X33;1
2251;2016;X34;1
2252;2016;X35;1
2253;2016;X36;5
2254;2016;X39;1
2255;2016;X40;3
2256;2016;X43;8
2257;2016;X44;18
2258;2016;X46;16
2259;2016;X47;175
2260;2016;X47;1
2261;2016;X47;1
2262;2016;X48;35
2263;2016;X48;1
2264;2016;X49;48
2265;2016;X49;2
2266;2016;X50;7
2267;2016;X50;3
2268;2016;X50;1
2269;2016;X51;6
2270;2016;X51;3
2271;2016;X52;1
2272;2016;X53;1
2273;2016;X58;75
2274;2016;X58;1
2275;2016;X59;45
2276;2016;X59;2
2277;2016;X60;4
2278;2016;X63;2
2279;2016;X64;6
2280;2016;X64;1
2281;2016;X65;1
2282;2016;X66;1
2283;2016;X67;7
2284;2016;X68;3
2285;2016;X69;11
2286;2016;X70;1
2287;2016;X72;1
2288;2016;X72;1
2289;2016;X74;1
2290;2016;X74;1
2291;2016;X75;1
2292;2016;X76;1
2293;2016;X78;91
2294;2016;X78;5
2295;2016;X79;7
2296;2016;X80;3
2297;2016;X80;1
2298;2016;X81;5
2299;2016;X81;2
2300;2016;X82;16
2301;2016;X82;34
2302;2016;X83;5
2303;2016;X84;1
2304;2016;X85;57
2305;2016;X85;1
2306;2016;X86;1
2307;2016;X87;3
2308;2016;X88;22
2309;2016;X89;26
2310;2016;X90;53
2311;2016;X90;1
2312;2016;X91;7
2313;2016;X91;2
2314;2016;X93;67
2315;2016;X93;47
2316;2016;X94;4
2317;2016;X94;5
2318;2016;X95;14
2319;2016;X95;18
2320;2016;X96;1
2321;2016;X97;11
2322;2016;X98;6
2323;2016;X99;393
2324;2016;X99;12
2325;2016;X99;39
2326;2016;Y00;77
2327;2016;Y00;1
2328;2016;Y00;11
2329;2016;Y01;10
2330;2016;Y02;13
2331;2016;Y02;1
2332;2016;Y03;21
2333;2016;Y03;43
2334;2016;Y04;474
2335;2016;Y04;2
2336;2016;Y04;77
2337;2016;Y05;6
2338;2016;Y05;18
2339;2016;Y07;14
2340;2016;Y07;1
2341;2016;Y08;54
2342;2016;Y08;1
2343;2016;Y08;10
2344;2016;Y09;122
2345;2016;Y09;32
2346;2016;Y10;1
2347;2016;Y10;1
2348;2016;Y12;2
2349;2016;Y14;4
2350;2016;Y15;1
2351;2016;Y16;6
2352;2016;Y17;18
2353;2016;Y18;5
2354;2016;Y19;105
2355;2016;Y19;2
2356;2016;Y20;4
2357;2016;Y23;6
2358;2016;Y23;1
2359;2016;Y23;4
2360;2016;Y24;9
2361;2016;Y24;5
2362;2016;Y25;3
2363;2016;Y26;6
2364;2016;Y26;1
2365;2016;Y27;7
2366;2016;Y28;784
2367;2016;Y28;1
2368;2016;Y28;6
2369;2016;Y29;50
2370;2016;Y29;4
2371;2016;Y30;15
2372;2016;Y30;1
2373;2016;Y31;3
2374;2016;Y31;8
2375;2016;Y32;12
2376;2016;Y32;34
2377;2016;Y33;59
2378;2016;Y33;4
2379;2016;Y34;14
2380;2016;Y35;3
2381;2016;Y40;1
2382;2016;Y41;2
2383;2016;Y43;2
2384;2016;Y44;41
2385;2016;Y44;1
2386;2016;Y45;2
2387;2016;Y46;1
2388;2016;Y48;2
2389;2016;Y49;1
2390;2016;Y51;1
2391;2016;Y55;3
2392;2016;Y56;3
2393;2016;Y57;2
2394;2016;Y58;4
2395;2016;Y59;10
2396;2016;Y60;1156
2397;2016;Y60;6
2398;2016;Y60;5
2399;2016;Y61;23
2400;2016;Y61;1
2401;2016;Y62;8
2402;2016;Y64;334
2403;2016;Y64;2
2404;2016;Y64;1
2405;2016;Y65;339
2406;2016;Y65;1
2407;2016;Y69;906
2408;2016;Y69;1
2409;2016;Y70;1
2410;2016;Y71;1
2411;2016;Y74;11
2412;2016;Y75;1
2413;2016;Y79;2
2414;2016;Y82;8
2415;2016;Y83;42
2416;2016;Y83;1
2417;2016;Y83;8
2418;2016;Y84;35
2419;2016;Y85;1
2420;2016;Y85;1
2421;2016;Y86;4
2422;2016;Y87;18
2423;2016;Y87;5
2424;2016;Y88;1
2425;2016;Y89;7
2426;2016;Y89;1
2427;2016;Y90;2
2428;2016;Y90;1
2429;2016;Y91;1
2430;2016;Y95;1
2431;2016;Y96;251
2432;2016;Y96;12
2433;2016;Y98;1
2434;2016;Z00;1607
2435;2016;Z00;3
2436;2016;Z00;373
2437;2016;Z01;281
2438;2016;Z01;12
2439;2016;Z01;20
2440;2016;Z02;142
2441;2016;Z02;21
2442;2016;Z03;116
2443;2016;Z03;3
2444;2016;Z03;28
2445;2016;Z04;3001
2446;2016;Z04;11
2447;2016;Z04;189
2448;2016;Z08;1
2449;2016;Z09;33
2450;2016;Z09;1
2451;2016;Z10;36
2452;2016;Z10;3
2453;2016;Z10;6
2454;2016;Z11;36
2455;2016;Z13;1
2456;2016;Z13;1
2457;2016;Z20;13770
2458;2016;Z20;144
2459;2016;Z20;26
2460;2016;Z21;5
2461;2016;Z22;3
2462;2016;Z23;5
2463;2016;Z23;1
2464;2016;Z24;5
2465;2016;Z24;2
2466;2016;Z25;1
2467;2016;Z26;7
2468;2016;Z27;5
2469;2016;Z28;4
2470;2016;Z29;40
2471;2016;Z30;3
2472;2016;Z30;1
2473;2016;Z30;1
2474;2016;Z31;1
2475;2016;Z32;3
2476;2016;Z33;1
2477;2016;Z34;14
2478;2016;Z34;1
2479;2016;Z34;10
2480;2016;Z35;6
2481;2016;Z35;2
2482;2016;Z35;1
2483;2016;Z36;1
2484;2016;Z40;4
2485;2016;Z40;1
2486;2016;Z41;9
2487;2016;Z41;4
2488;2016;Z42;9
2489;2016;Z42;1
2490;2016;Z42;1
2491;2016;Z43;3
2492;2016;Z43;1
2493;2016;Z44;1
2494;2016;Z45;5
2495;2016;Z46;3
2496;2016;Z46;1
2497;2016;Z47;84
2498;2016;Z47;1
2499;2016;Z47;44
2500;2016;Z48;741
2501;2016;Z48;1
2502;2016;Z48;78
2503;2016;Z50;1
2504;2016;Z50;1
2505;2016;Z51;155
2506;2016;Z51;1
2507;2016;Z51;38
2508;2016;Z52;1
2509;2016;Z53;2
2510;2016;Z54;222
2511;2016;Z54;21
2512;2016;Z54;86
2513;2016;Z55;1
2514;2016;Z56;24
2515;2016;Z56;31
2516;2016;Z56;3
2517;2016;Z57;3014
2518;2016;Z57;16
2519;2016;Z57;5
2520;2016;Z58;3
2521;2016;Z59;3
2522;2016;Z60;3
2523;2016;Z60;1
2524;2016;Z62;1
2525;2016;Z63;1
2526;2016;Z64;2
2527;2016;Z65;648
2528;2016;Z65;11
2529;2016;Z65;13
2530;2016;Z70;7
2531;2016;Z71;80
2532;2016;Z71;1
2533;2016;Z71;7
2534;2016;Z73;11
2535;2016;Z73;59
2536;2016;Z73;1
2537;2016;Z74;4
2538;2016;Z74;1
2539;2016;Z75;13
2540;2016;Z75;3
2541;2016;Z76;80
2542;2016;Z76;1
2543;2016;Z76;10
2544;2016;Z81;1
2545;2016;Z82;5
2546;2016;Z85;1
2547;2016;Z87;1
2548;2016;Z87;1
2549;2016;Z88;1
2550;2016;Z88;1
2551;2016;Z89;12
2552;2016;Z89;1
2553;2016;Z90;2
2554;2016;Z90;2
2555;2016;Z91;109
2556;2016;Z91;1
2557;2016;Z91;41
2558;2016;Z92;1
2559;2016;Z93;2
2560;2016;Z94;1
2561;2016;Z94;2
2562;2016;Z95;1
2563;2016;Z97;2
2564;2016;Z98;55
2565;2016;Z98;1
2566;2016;Z98;29
2567;2016;Z99;1
2568;2016;Z99;1
2569;2017;A00;1
2570;2017;A01;1
2571;2017;A04;4
2572;2017;A05;51
2573;2017;A05;9
2574;2017;A06;3
2575;2017;A06;1
2576;2017;A08;1
2577;2017;A09;75
2578;2017;A09;62
2579;2017;A09;2
2580;2017;A15;2
2581;2017;A15;27
2582;2017;A16;2
2583;2017;A16;4
2584;2017;A18;2
2585;2017;A18;4
2586;2017;A19;1
2587;2017;A20;2
2588;2017;A22;2
2589;2017;A23;6
2590;2017;A23;6
2591;2017;A27;6
2592;2017;A27;2
2593;2017;A28;17
2594;2017;A28;1
2595;2017;A31;2
